champ_name,apc_route,apc_direction,stop_sequence,stop_location,match_location,segment_number,start_or_end,updated_segment_number
MUN6I,6,INBOUND,9,Moraga/9th,NA,NA,NA,3
MUN6I,6,INBOUND,10,Lawton/9th,NA,NA,NA,3
MUN6I,6,INBOUND,11,Kirkham/9th,NA,NA,NA,3
MUN6I,6,INBOUND,12,Judah/9th,NA,NA,NA,3
MUN6I,6,INBOUND,13,7th/Judah,NA,NA,NA,3
MUN6I,6,INBOUND,14,5th/Parnassus/Judah,NA,NA,NA,3
MUN6I,6,INBOUND,15,Parnassus/4th,NA,NA,NA,3
MUN6I,6,INBOUND,16,Parnassus/2nd,NA,NA,NA,3
MUN6I,6,INBOUND,17,Parnassus/Hillway,NA,NA,NA,3
MUN6I,6,INBOUND,18,Parnassus/Willard,NA,NA,NA,3
MUN6I,6,INBOUND,19,Stanyan/Parnassus,NA,NA,NA,3
MUN6I,6,INBOUND,20,Shrader/Parnassus,NA,NA,NA,3
MUN6I,6,INBOUND,21,Parnassus/Cole,NA,NA,NA,3
MUN6I,6,INBOUND,22,Clayton/Parnassus,NA,NA,NA,3
MUN6I,6,INBOUND,24,Clayton/Frederick,NA,NA,NA,3
MUN6I,6,INBOUND,25,Ashbury/Frederick,NA,NA,NA,3
MUN6I,6,INBOUND,26,Masonic/Frederick,NA,NA,NA,3
MUN6I,6,INBOUND,27,Masonic/Haight,Haight & Masonic,2,End,2
MUN6I,6,INBOUND,27,Masonic/Haight,Haight & Masonic,3,Start,3
MUN6I,6,INBOUND,28,Buena Vista West/Haight,NA,NA,NA,3
MUN6I,6,INBOUND,29,Baker/Buena Vista East/Haight,NA,NA,NA,3
MUN6I,6,INBOUND,30,Divisadero/Haight,NA,NA,NA,3
MUN6I,6,INBOUND,31,Haight/Pierce,NA,NA,NA,3
MUN6I,6,INBOUND,32,Haight/Fillmore,NA,NA,NA,3
MUN6I,6,INBOUND,33,Buchanan/Haight,NA,NA,NA,3
MUN6I,6,INBOUND,34,Haight/Laguna,NA,NA,NA,3
MUN6I,6,INBOUND,35,Page/Octavia,NA,NA,NA,3
MUN6I,6,INBOUND,36,Page/Franklin,NA,NA,NA,3
MUN6I,6,INBOUND,37,Market/Van Ness,NA,NA,NA,3
MUN6I,6,INBOUND,38,Larkin/Market/9th,NA,NA,NA,3
MUN6I,6,INBOUND,39,Hyde/8th/Market/Grove,NA,NA,NA,3
MUN6I,6,INBOUND,41,Mc Allister/Market,NA,NA,NA,3
MUN6I,6,INBOUND,42,Turk/Mason/Market,NA,NA,NA,3
MUN6I,6,INBOUND,43,Powell/Market,NA,NA,NA,3
MUN6I,6,INBOUND,44,Grant/O Farrell/Market,NA,NA,NA,3
MUN6I,6,INBOUND,45,3rd/Kearny/Market,NA,NA,NA,3
MUN6I,6,INBOUND,46,1st/Bush/Market,NA,NA,NA,3
MUN6I,6,INBOUND,47,Beale/Pine/Davis/Market,NA,NA,NA,3
MUN6I,6,INBOUND,48,Spear/Market,NA,NA,NA,3
MUN6I,6,INBOUND,49,Mission/Steuart,Steuart & Mission,1,Start,1
MUN6O,6,OUTBOUND,0,Mission/Steuart,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,1,Steuart/Market,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,2,Main/Market,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,4,2nd/Market,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,5,3rd/Kearny/Market,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,6,Stockton/4th/Market/Ellis,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,7,Cyril Magnin/5th/Market,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,8,6th/Golden Gate/Market/Taylor,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,9,7th/Market,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,10,Hyde/8th/Market/Grove,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,11,Larkin/Market/9th,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,12,Market/Van Ness,NA,NA,NA,Missing
MUN6O,6,OUTBOUND,13,Haight/Gough/Market,Haight & Gough,1,End,1
MUN6O,6,OUTBOUND,14,Octavia/Haight,Haight & Octavia,2,Start,2
MUN6O,6,OUTBOUND,15,Haight/Laguna,NA,NA,NA,2
MUN6O,6,OUTBOUND,16,Buchanan/Haight,NA,NA,NA,2
MUN6O,6,OUTBOUND,17,Haight/Fillmore,NA,NA,NA,2
MUN6O,6,OUTBOUND,18,Haight/Pierce,NA,NA,NA,2
MUN6O,6,OUTBOUND,19,Divisadero/Haight,NA,NA,NA,2
MUN6O,6,OUTBOUND,20,Baker/Buena Vista East/Haight,NA,NA,NA,2
MUN6O,6,OUTBOUND,21,Haight/Central,NA,NA,NA,2
MUN6O,6,OUTBOUND,22,Masonic/Haight,Haight & Masonic,2,End,2
MUN6O,6,OUTBOUND,22,Masonic/Haight,Haight & Masonic,3,Start,3
MUN6O,6,OUTBOUND,23,Masonic/Frederick,NA,NA,NA,3
MUN6O,6,OUTBOUND,24,Ashbury/Frederick,NA,NA,NA,3
MUN6O,6,OUTBOUND,25,Clayton/Frederick,NA,NA,NA,3
MUN6O,6,OUTBOUND,27,Clayton/Parnassus,NA,NA,NA,3
MUN6O,6,OUTBOUND,28,Parnassus/Cole,NA,NA,NA,3
MUN6O,6,OUTBOUND,30,Stanyan/Parnassus,NA,NA,NA,3
MUN6O,6,OUTBOUND,31,Parnassus/Willard,NA,NA,NA,3
MUN6O,6,OUTBOUND,32,Parnassus/Hillway,NA,NA,NA,3
MUN6O,6,OUTBOUND,33,Parnassus/2nd,NA,NA,NA,3
MUN6O,6,OUTBOUND,34,Parnassus/4th,NA,NA,NA,3
MUN6O,6,OUTBOUND,35,6th/Judah,NA,NA,NA,3
MUN6O,6,OUTBOUND,36,7th/Judah,NA,NA,NA,3
MUN6O,6,OUTBOUND,37,Judah/9th,NA,NA,NA,3
MUN6O,6,OUTBOUND,38,Kirkham/9th,NA,NA,NA,3
MUN6O,6,OUTBOUND,39,Lawton/9th,NA,NA,NA,3
MUN6O,6,OUTBOUND,40,Moraga/9th,NA,NA,NA,3
MUN6O,6,OUTBOUND,41,Noriega/9th,NA,NA,NA,3
MUN6O,6,OUTBOUND,43,Ortega/10th,NA,NA,NA,3
MUN6O,6,OUTBOUND,44,Pacheco/10th,NA,NA,NA,3
MUN6O,6,OUTBOUND,47,12th/Quintara,NA,NA,NA,3
MUN6O,6,OUTBOUND,49,Quintara/14th,14th & Quintara,3,End,3
MUN71I,7,INBOUND,0,48th/Ortega,NA,NA,NA,Missing
MUN71I,7,INBOUND,1,47th/Noriega,Noriega & 48th,3,End,3
MUN71I,7,INBOUND,3,45th/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,4,Noriega/43rd,NA,NA,NA,3
MUN71I,7,INBOUND,5,41st/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,6,39th/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,7,Sunset/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,8,Noriega/34th,NA,NA,NA,3
MUN71I,7,INBOUND,9,Noriega/31st,NA,NA,NA,3
MUN71I,7,INBOUND,10,29th/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,11,27th/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,12,Noriega/25th,NA,NA,NA,3
MUN71I,7,INBOUND,13,22nd/Noriega,NA,NA,NA,3
MUN71I,7,INBOUND,14,22nd/Moraga,NA,NA,NA,3
MUN71I,7,INBOUND,15,22nd/Lawton,NA,NA,NA,3
MUN71I,7,INBOUND,16,22nd/Kirkham,NA,NA,NA,3
MUN71I,7,INBOUND,17,22nd/Judah,NA,NA,NA,3
MUN71I,7,INBOUND,18,22nd/Irving,NA,NA,NA,3
MUN71I,7,INBOUND,19,22nd/Lincoln,NA,NA,NA,3
MUN71I,7,INBOUND,20,Lincoln/21st,NA,NA,NA,3
MUN71I,7,INBOUND,21,Lincoln/19th,NA,NA,NA,3
MUN71I,7,INBOUND,23,15th/Lincoln,Lincoln & 5th,3,Start,3
MUN71I,7,INBOUND,24,Funston/Lincoln,NA,NA,NA,3
MUN71I,7,INBOUND,26,Lincoln/9th,NA,NA,NA,3
MUN71I,7,INBOUND,27,Lincoln/7th,NA,NA,NA,3
MUN71I,7,INBOUND,28,Lincoln/5th,NA,NA,NA,3
MUN71I,7,INBOUND,29,3rd/Lincoln,NA,NA,NA,3
MUN71I,7,INBOUND,31,Willard/Frederick,NA,NA,NA,3
MUN71I,7,INBOUND,32,Stanyan/Frederick,NA,NA,NA,3
MUN71I,7,INBOUND,33,Stanyan/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,34,Cole/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,35,Clayton/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,36,Masonic/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,37,Buena Vista West/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,38,Baker/Buena Vista East/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,39,Divisadero/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,40,Haight/Pierce,NA,NA,NA,3
MUN71I,7,INBOUND,41,Haight/Fillmore,NA,NA,NA,3
MUN71I,7,INBOUND,42,Buchanan/Haight,NA,NA,NA,3
MUN71I,7,INBOUND,43,Haight/Laguna,NA,NA,NA,3
MUN71I,7,INBOUND,44,Page/Octavia,NA,NA,NA,3
MUN71I,7,INBOUND,45,Page/Franklin,NA,NA,NA,3
MUN71I,7,INBOUND,46,Market/Van Ness,NA,NA,NA,3
MUN71I,7,INBOUND,47,Larkin/Market/9th,NA,NA,NA,3
MUN71I,7,INBOUND,48,Hyde/8th/Market/Grove,NA,NA,NA,3
MUN71I,7,INBOUND,49,7th/Market,NA,NA,NA,3
MUN71I,7,INBOUND,50,6th/Golden Gate/Market/Taylor,NA,NA,NA,3
MUN71I,7,INBOUND,51,Cyril Magnin/5th/Market,NA,NA,NA,3
MUN71I,7,INBOUND,52,Stockton/4th/Market/Ellis,NA,NA,NA,3
MUN71I,7,INBOUND,53,3rd/Kearny/Market,NA,NA,NA,3
MUN71I,7,INBOUND,54,1st/Bush/Market,NA,NA,NA,3
MUN71I,7,INBOUND,55,Transbay Terminal Muni Stop,NA,NA,NA,3
MUN71LI,7R,INBOUND,0,48th/Ortega,NA,NA,NA,Missing
MUN71LI,7R,INBOUND,20,Lincoln/21st,NA,NA,NA,Missing
MUN71LI,7R,INBOUND,21,Lincoln/19th,NA,NA,NA,Missing
MUN71LI,7R,INBOUND,27,Lincoln/7th,NA,NA,NA,Missing
MUN71LI,7R,INBOUND,28,Lincoln/5th,Lincoln & 5th,3,Start,3
MUN71LI,7R,INBOUND,29,3rd/Lincoln,NA,NA,NA,3
MUN71LI,7R,INBOUND,31,Willard/Frederick,NA,NA,NA,3
MUN71LI,7R,INBOUND,32,Stanyan/Frederick,NA,NA,NA,3
MUN71LI,7R,INBOUND,33,Stanyan/Haight,NA,NA,NA,3
MUN71LI,7R,INBOUND,34,Cole/Haight,NA,NA,NA,3
MUN71LI,7R,INBOUND,35,Clayton/Haight,NA,NA,NA,3
MUN71LI,7R,INBOUND,36,Masonic/Haight,NA,NA,NA,3
MUN71LI,7R,INBOUND,37,Divisadero/Haight,NA,NA,NA,3
MUN71LI,7R,INBOUND,38,Haight/Fillmore,NA,NA,NA,3
MUN71LI,7R,INBOUND,39,Haight/Laguna,Haight & Laguna,2,Start,2
MUN71LI,7R,INBOUND,40,Market/Van Ness,NA,NA,NA,2
MUN71LI,7R,INBOUND,41,Larkin/Market/9th,NA,NA,NA,2
MUN71LI,7R,INBOUND,42,Hyde/8th/Market/Grove,NA,NA,NA,2
MUN71LI,7R,INBOUND,43,7th/Market,NA,NA,NA,2
MUN71LI,7R,INBOUND,44,6th/Golden Gate/Market/Taylor,NA,NA,NA,2
MUN71LI,7R,INBOUND,45,Cyril Magnin/5th/Market,NA,NA,NA,2
MUN71LI,7R,INBOUND,46,Stockton/4th/Market/Ellis,NA,NA,NA,2
MUN71LI,7R,INBOUND,47,3rd/Kearny/Market,NA,NA,NA,2
MUN71LI,7R,INBOUND,48,1st/Bush/Market,NA,NA,NA,2
MUN71LI,7R,INBOUND,49,Transbay Terminal Muni Stop,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,0,Transbay Terminal Muni Stop,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,3,2nd/Market,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,4,3rd/Kearny/Market,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,5,Cyril Magnin/5th/Market,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,6,6th/Golden Gate/Market/Taylor,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,7,7th/Market,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,9,Larkin/Market/9th,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,10,Market/Van Ness,NA,NA,NA,Missing
MUN71LO,7R,OUTBOUND,11,Haight/Gough/Market,Haight & Gough,1,End,1
MUN71LO,7R,OUTBOUND,12,Haight/Laguna,Haight & Laguna,2,Start,2
MUN71LO,7R,OUTBOUND,13,Haight/Fillmore,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,14,Divisadero/Haight,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,15,Masonic/Haight,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,16,Clayton/Haight,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,17,Cole/Haight,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,20,Stanyan/Frederick,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,21,Willard/Frederick,NA,NA,NA,2
MUN71LO,7R,OUTBOUND,22,Lincoln/Frederick/Arguello,Frederick & Arguello,2,End,2
MUN71LO,7R,OUTBOUND,23,Lincoln/5th,Lincoln & 5th,3,Start,3
MUN71LO,7R,OUTBOUND,24,Lincoln/7th,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,25,Lincoln/9th,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,27,Funston/Lincoln,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,28,15th/Lincoln,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,30,Lincoln/19th,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,31,Lincoln/21st,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,32,Lincoln/23rd,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,33,23rd/Irving,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,34,23rd/Judah,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,35,23rd/Kirkham,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,36,23rd/Lawton,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,37,Moraga/23rd,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,38,23rd/Noriega,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,40,28th/Noriega,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,41,Noriega/31st,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,42,Noriega/34th,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,43,Sunset/Noriega,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,44,38th/Noriega,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,47,44th/Noriega,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,48,Noriega/46th,NA,NA,NA,3
MUN71LO,7R,OUTBOUND,49,48th/Noriega,Noriega & 48th,3,End,3
MUN71LO,7R,OUTBOUND,50,48th/Ortega,NA,NA,NA,3
MUN71O,7,OUTBOUND,0,Transbay Terminal Muni Stop,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,1,Fremont/Front/Market,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,3,2nd/Market,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,4,3rd/Kearny/Market,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,5,Stockton/4th/Market/Ellis,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,7,6th/Golden Gate/Market/Taylor,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,8,7th/Market,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,9,Hyde/8th/Market/Grove,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,10,Larkin/Market/9th,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,11,Market/Van Ness,NA,NA,NA,Missing
MUN71O,7,OUTBOUND,12,Haight/Gough/Market,Haight & Gough,1,End,1
MUN71O,7,OUTBOUND,13,Octavia/Haight,Haight & Octavia,2,Start,2
MUN71O,7,OUTBOUND,14,Haight/Laguna,NA,NA,NA,2
MUN71O,7,OUTBOUND,15,Buchanan/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,16,Haight/Fillmore,NA,NA,NA,2
MUN71O,7,OUTBOUND,17,Haight/Pierce,NA,NA,NA,2
MUN71O,7,OUTBOUND,18,Divisadero/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,19,Baker/Buena Vista East/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,20,Haight/Central,NA,NA,NA,2
MUN71O,7,OUTBOUND,21,Masonic/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,22,Clayton/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,23,Cole/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,24,Stanyan/Haight,NA,NA,NA,2
MUN71O,7,OUTBOUND,26,Stanyan/Frederick,NA,NA,NA,2
MUN71O,7,OUTBOUND,27,Willard/Frederick,NA,NA,NA,2
MUN71O,7,OUTBOUND,28,Lincoln/Frederick/Arguello,Frederick & Arguello,2,End,2
MUN71O,7,OUTBOUND,29,Lincoln/5th,Lincoln & 5th,3,Start,3
MUN71O,7,OUTBOUND,30,Lincoln/7th,NA,NA,NA,3
MUN71O,7,OUTBOUND,31,Lincoln/9th,NA,NA,NA,3
MUN71O,7,OUTBOUND,33,Funston/Lincoln,NA,NA,NA,3
MUN71O,7,OUTBOUND,34,15th/Lincoln,NA,NA,NA,3
MUN71O,7,OUTBOUND,36,Lincoln/19th,NA,NA,NA,3
MUN71O,7,OUTBOUND,37,Lincoln/21st,NA,NA,NA,3
MUN71O,7,OUTBOUND,38,Lincoln/23rd,NA,NA,NA,3
MUN71O,7,OUTBOUND,39,23rd/Irving,NA,NA,NA,3
MUN71O,7,OUTBOUND,40,23rd/Judah,NA,NA,NA,3
MUN71O,7,OUTBOUND,41,23rd/Kirkham,NA,NA,NA,3
MUN71O,7,OUTBOUND,42,23rd/Lawton,NA,NA,NA,3
MUN71O,7,OUTBOUND,43,Moraga/23rd,NA,NA,NA,3
MUN71O,7,OUTBOUND,44,23rd/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,45,Noriega/25th,NA,NA,NA,3
MUN71O,7,OUTBOUND,46,28th/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,47,Noriega/31st,NA,NA,NA,3
MUN71O,7,OUTBOUND,48,Noriega/32nd,NA,NA,NA,3
MUN71O,7,OUTBOUND,49,Noriega/34th,NA,NA,NA,3
MUN71O,7,OUTBOUND,50,Sunset/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,51,38th/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,52,40th/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,53,42nd/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,54,44th/Noriega,NA,NA,NA,3
MUN71O,7,OUTBOUND,55,Noriega/46th,NA,NA,NA,3
MUN71O,7,OUTBOUND,56,48th/Noriega,Noriega & 48th,3,End,3
MUN71O,7,OUTBOUND,57,48th/Ortega,NA,NA,NA,3
MUN80XI,DUNO,INBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN80XI,DUNO,INBOUND,1,Main/Howard,NA,NA,NA,Missing
MUN80XI,DUNO,INBOUND,2,Main/Market,NA,NA,NA,Missing
MUN80XI,DUNO,INBOUND,3,California/Drumm,NA,NA,NA,Missing
MUN80XI,DUNO,INBOUND,4,Davis/Sacramento,NA,NA,NA,Missing
MUN80XI,DUNO,INBOUND,5,Battery/Sacramento,NA,NA,NA,Missing
MUN81XI,81X,INBOUND,3,Kearny/Sutter,NA,NA,NA,Missing
MUN81XI,81X,INBOUND,6,Beale/Mission,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,1,Main/Howard,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,2,Main/Market,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,3,California/Drumm,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,4,Davis/Sacramento,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,5,Battery/Sacramento,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,6,Sansome/Sacramento,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,7,Washington/Sansome,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,8,Sansome/Pacific,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,9,Vallejo/Sansome,NA,NA,NA,Missing
MUN82XI,82X,INBOUND,10,Sansome,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,0,Battery,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,1,Green/Battery,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,2,Broadway/Battery,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,3,Jackson/Battery,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,4,Front/Clay,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,5,California/Davis,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,6,Beale/Mission,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,7,Beale/Howard,NA,NA,NA,Missing
MUN82XO,82X,OUTBOUND,8,Townsend/4th,4th & Townsend,1,Start,1
MUN83XI,83X,INBOUND,0,Townsend/4th,NA,NA,NA,Missing
MUN83XI,83X,INBOUND,1,Division/Henry Adams,NA,NA,NA,Missing
MUN83XI,83X,INBOUND,2,Larkin/Market/9th,9th & Market,1,End,1
MUN83XO,83X,OUTBOUND,0,Larkin/Market/9th,NA,NA,NA,Missing
MUN83XO,83X,OUTBOUND,3,Townsend/4th,4th & Townsend,1,Start,1
MUN88I,88,INBOUND,0,Sickles/Alemany,NA,NA,NA,Missing
MUN88I,88,INBOUND,1,Sickles/Mission/Acton,Mission & Sickles,1,End,1
MUN88I,88,INBOUND,3,Morse/Whittier/Mission,NA,NA,NA,1
MUN88I,88,INBOUND,4,Lowell/Mission,NA,NA,NA,1
MUN88I,88,INBOUND,6,Allison/Mission,NA,NA,NA,1
MUN88I,88,INBOUND,7,Mission/Geneva,NA,NA,NA,1
MUN88I,88,INBOUND,8,Cayuga/Geneva,NA,NA,NA,1
MUN88I,88,INBOUND,9,Delano/Geneva,NA,NA,NA,1
MUN88O,88,OUTBOUND,2,Cayuga/Geneva,NA,NA,NA,Missing
MUN88O,88,OUTBOUND,3,Mission/Geneva,NA,NA,NA,Missing
MUN88O,88,OUTBOUND,4,Mission/Mount Vernon,NA,NA,NA,Missing
MUN88O,88,OUTBOUND,6,Mission/Foote,NA,NA,NA,Missing
MUN88O,88,OUTBOUND,7,Lowell/Mission,NA,NA,NA,Missing
MUN88O,88,OUTBOUND,10,Sickles/Mission/Acton,Mission & Sickles,1,End,1
MUN8AXI,8AX,INBOUND,0,Geneva/Schwerin,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,1,Arleta/San Bruno/Bayshore,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,4,San Bruno/Wilde,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,5,San Bruno,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,6,San Bruno/Mansell,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,7,Paul/San Bruno,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,8,San Bruno/Wayland,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,9,Bacon/San Bruno,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,10,San Bruno/Thornton,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,11,San Bruno/Silver,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,12,6th/Bryant,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,13,Bryant/I-80 E On-ramp/5th,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,14,Bryant/I-80 E Off-ramp/4th,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,15,3rd/Perry,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,16,3rd/Folsom,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,17,3rd/Howard,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,18,3rd/Kearny/Market,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,19,Geary/Kearny,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,20,Kearny/Sutter,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,21,Kearny/Bush,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,22,California/Kearny,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,23,Kearny/Sacramento,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,24,Kearny/Clay,NA,NA,NA,Missing
MUN8AXI,8AX,INBOUND,25,Kearny/Pacific,Kearny & Pacific,1,End,1
MUN8AXO,8AX,OUTBOUND,0,Kearny/Pacific,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,2,Stockton/Pacific,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,4,Stockton Tunnel/Stockton/Sacramento,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,5,Stockton Tunnel/Stockton/Sutter,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,6,Geary/Stockton,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,9,4th/Howard,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,10,Folsom/4th,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,11,I-80 W On-ramp/Harrison/4th,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,12,5th/Harrison/I-80 W Off-ramp,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,13,6th/Harrison,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,14,Felton/San Bruno,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,15,Bacon/San Bruno,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,17,San Bruno/Dwight,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,18,San Bruno/Mansell,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,19,San Bruno,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,20,San Bruno/Wilde,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,23,Arleta/San Bruno/Bayshore,NA,NA,NA,Missing
MUN8AXO,8AX,OUTBOUND,24,Geneva/Schwerin,Geneva & Schwerin,1,Start,1
MUN8BXI,8BX,INBOUND,0,Ocean/Lee,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,1,Phelan/Ocean/Geneva,NA,NA,NA,Missing
MUN8BXI,8BX,INBOUND,4,Delano/Geneva,NA,NA,NA,Missing
